bsnpr_id,canonical_name,normalized_name,apellidos,nombre,nickname,birth_date,birth_year,birth_city,nationality,position,first_season,last_season,n_seasons,has_profile,confidence,source_id,source_url,retrieved_at
13075,"Thun, Hans","thun, hans",Thun,Hans,,5/24/1991,1991,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13076,"Josiah, Jahvari","josiah, jahvari",Josiah,Jahvari,,2/20/1993,1993,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13077,"Perez Arango, Yudniel","perez arango, yudniel",Perez Arango,Yudniel,,3/7/1984,1984,"Ciego de Avila, Cuba",Cuba,Escolta,2016,2017,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715123508id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13077&e=,2026-09-08T15:00:43Z
13078,"Rosario Nieves, Brian A.","rosario nieves, brian a",Rosario Nieves,Brian A.,,1/3/1996,1996,"Quebradillas, Puerto Rico",Puerto Rico,Armador,2016,2017,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715121246id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13078&e=,2026-09-08T15:00:45Z
13079,"Fernandez Garcia, Tjader","fernandez garcia, tjader",Fernandez Garcia,Tjader,,1/28/1994,1994,"Guaynabo, Puerto Rico",Puerto Rico,Armador,2016,2017,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715115908id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13079&e=,2026-09-08T15:00:47Z
13080,"Morales Soto, Edwin D.","morales soto, edwin d",Morales Soto,Edwin D.,,4/26/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13081,"Cruz Solla, Jose L.","cruz solla, jose l",Cruz Solla,Jose L.,,3/7/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13082,"Matos Nieves, Jorge L.","matos nieves, jorge l",Matos Nieves,Jorge L.,,4/30/1992,1992,"Toa Baja, Puerto Rico",Puerto Rico,Armador/Escolta,2016,2017,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715121052id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13082&e=,2026-09-08T15:00:49Z
13083,"Lanauze Carrion, Carlos J.","lanauze carrion, carlos j",Lanauze Carrion,Carlos J.,,11/9/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13084,"Burgos, Sandy","burgos, sandy",Burgos,Sandy,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170703235443id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:25:21Z
13085,"Lopez Santiago, Christian","lopez santiago, christian",Lopez Santiago,Christian,,6/12/1995,1995,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13086,"Carattini Sánchez, Víctor","carattini sanchez, victor",Carattini Sánchez,Víctor,,6/27/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13087,"Moon, Jamario","moon, jamario",Moon,Jamario,,6/13/1980,1980,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13088,"Samhan, Omar","samhan, omar",Samhan,Omar,,11/3/1988,1988,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13089,"Behanan, Chane","behanan, chane",Behanan,Chane,,9/24/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13090,"McGuire, Dominic","mcguire, dominic",McGuire,Dominic,,10/20/1985,1985,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13091,"Singleton, Rashaad","singleton, rashaad",Singleton,Rashaad,,5/22/1987,1987,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13092,"Jimenez Sosa, Carlos Abner","jimenez sosa, carlos abner",Jimenez Sosa,Carlos Abner,,10/25/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13093,"Valentin Gonzalez, Roberto A.","valentin gonzalez, roberto a",Valentin Gonzalez,Roberto A.,,6/29/1996,1996,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13094,"Lucas III, John","lucas iii, john",Lucas III,John,,11/21/1982,1982,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13095,"Tucker, Clay","tucker, clay",Tucker,Clay,,6/14/1980,1980,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13096,"Ogilvy, Andrew James","ogilvy, andrew james",Ogilvy,Andrew James,,6/17/1988,1988,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13097,"Victor, Cuthbert","victor, cuthbert",Victor,Cuthbert,,1/30/1983,1983,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13098,"Orton, Daniel","orton, daniel",Orton,Daniel,,8/6/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13099,"Lyons, Leo","lyons, leo",Lyons,Leo,,5/25/1987,1987,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13100,"Wilson, Jamil","wilson, jamil",Wilson,Jamil,,11/21/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13101,"Franklin, Jamal","franklin, jamal",Franklin,Jamal,,7/21/1991,1991,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13102,"Bowles, Denzel","bowles, denzel",Bowles,Denzel,,5/1/1989,1989,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13103,"Williams, Kendall","williams, kendall",Williams,Kendall,,7/3/1991,1991,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13104,"Andujar Ortiz, Emmanuel","andujar ortiz, emmanuel",Andujar Ortiz,Emmanuel,Emmy,1/27/1993,1993,"New York, USA",USA,Alero,2016,2017,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20171222053505id_/http://www.bsnpr.com/jugadores/jugador.asp?id=13104,2026-09-08T15:00:51Z
13105,"Ledo, Ricardo","ledo, ricardo",Ledo,Ricardo,,9/10/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13106,"Lalanne, Cady","lalanne, cady",Lalanne,Cady,,4/22/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13107,"Clarke, Coty","clarke, coty",Clarke,Coty,,7/4/1992,1992,Arkansas,Arkansas,Delantero,2016,2017,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715120505id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13107&e=,2026-09-08T15:00:53Z
13108,"Jefferson, Davon","jefferson, davon",Jefferson,Davon,,11/3/1986,1986,"Lynwood, California",California,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170817054938id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13108&e=2,2026-09-08T15:00:55Z
13109,"Newsom, Reque","newsom, reque",Newsom,Reque,,10/8/1981,1981,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13110,"Scott, Durand","scott, durand",Scott,Durand,,2/22/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13111,"Marshall, Khyle","marshall, khyle",Marshall,Khyle,,3/1/1992,1992,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13112,"Gonzalez Gomez, Eliel","gonzalez gomez, eliel",Gonzalez Gomez,Eliel,,1/11/1995,1995,"Cayey, Puerto Rico",Puerto Rico,Armador,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715120331id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13112&e=,2026-09-08T15:00:57Z
13113,"Reese, Derek","reese, derek",Reese,Derek,,11/3/1993,1993,"Orlando, Florida, USA",USA,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715123514id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13113&e=,2026-09-08T15:00:59Z
13114,"Warrick, Hakim","warrick, hakim",Warrick,Hakim,,7/8/1982,1982,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13115,"Cruz Rodriguez, William","cruz rodriguez, william",Cruz Rodriguez,William,,4/12/1995,1995,"San Juan, Puerto Rico",Puerto Rico,Armador,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170801070348id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13115&e=,2026-09-08T15:01:00Z
13116,"King, Reuben","king, reuben",King,Reuben,,3/17/1993,1993,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13117,"Clavell, Gian","clavell, gian",Clavell,Gian,,11/26/1993,1993,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13118,"Famous, Jarrid","famous, jarrid",Famous,Jarrid,,7/16/1988,1988,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13119,"James, Shawn","james, shawn",James,Shawn,,9/10/1983,1983,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13120,"Marrero, DeJuan","marrero, dejuan",Marrero,DeJuan,,6/14/1993,1993,"Gary, Indiana, USA",USA,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715121058id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13120&e=,2026-09-08T15:01:02Z
13121,"Betancourt Carbonell, Carmelo","betancourt carbonell, carmelo",Betancourt Carbonell,Carmelo,,2/28/1993,1993,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13122,"Caraballo Sepulveda, Jerome","caraballo sepulveda, jerome",Caraballo Sepulveda,Jerome,,11/28/1994,1994,"Mayagüez, Puerto Rico",Puerto Rico,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715120900id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13122&e=,2026-09-08T15:01:04Z
13123,"Greene, Donte","greene, donte",Greene,Donte,,2/21/1988,1988,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13124,"Arroyo Gonzalez, Carlos","arroyo gonzalez, carlos",Arroyo Gonzalez,Carlos,,10/11/1995,1995,"Mayagüez, Puerto Rico",Puerto Rico,Armador/Escolta,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715121437id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13124&e=,2026-09-08T15:01:07Z
13125,"Pizarro Rios, Christian Jomar","pizarro rios, christian jomar",Pizarro Rios,Christian Jomar,,2/16/1995,1995,"Massachusetts, USA",USA,Armador,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170816123958id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13125&e=2,2026-09-08T15:01:09Z
13126,"West, Brandon","west, brandon",West,Brandon,,5/14/1989,1989,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13127,"Fells, Courtney","fells, courtney",Fells,Courtney,,9/20/1986,1986,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13128,"Berrios, Kevin","berrios, kevin",Berrios,Kevin,,12/20/1994,1994,"San Germán, Puerto Rico",Puerto Rico,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715120510id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13128&e=,2026-09-08T15:01:11Z
13129,"Cayole, Chris","cayole, chris",Cayole,Chris,,1/1/1985,1985,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13130,"Laury, David","laury, david",Laury,David,,4/9/1990,1990,"East Orange, New Jersey, USA",USA,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20180213022104id_/http://www.bsnpr.com/jugadores/jugador.asp?id=13130,2026-09-08T15:01:13Z
13131,"Fillyaw, Marcus","fillyaw, marcus",Fillyaw,Marcus,,8/11/1994,1994,"Topeka, KS",KS,Armador,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715112455id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13131&e=,2026-09-08T15:01:19Z
13132,"Acevedo Hernandez, Samuel","acevedo hernandez, samuel",Acevedo Hernandez,Samuel,,11/16/1995,1995,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13133,"Perez Garcia, Jaime","perez garcia, jaime",Perez Garcia,Jaime,,2/14/1996,1996,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13134,"Rodriguez, Michael","rodriguez, michael",Rodriguez,Michael,,8/24/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13135,"Santiago, Nataniel","santiago, nataniel",Santiago,Nataniel,,1/28/1999,1999,,,,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715121103id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13135&e=,2026-09-08T15:01:21Z
13137,"Rosado Hernandez, Erick","rosado hernandez, erick",Rosado Hernandez,Erick,,11/21/1997,1997,"Camuy, Puerto Rico",Puerto Rico,Delantero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715113520id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13137&e=,2026-09-08T15:01:23Z
13138,"Vazquez Candelaria, Jason S.","vazquez candelaria, jason s",Vazquez Candelaria,Jason S.,,4/13/1995,1995,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13139,"Toro Cancel, Fabian","toro cancel, fabian",Toro Cancel,Fabian,,9/11/1998,1998,"Arecibo, Puerto Rico",Puerto Rico,Escolta,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170815063354id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13139&e=2,2026-09-08T15:01:25Z
13140,"Oriakhi, Alex","oriakhi, alex",Oriakhi,Alex,,6/21/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13141,"Fournier Mendez, Pedro","fournier mendez, pedro",Fournier Mendez,Pedro,,8/26/1997,1997,"Dorado, Puerto Rico",Puerto Rico,Alero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715123518id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13141&e=,2026-09-08T15:01:26Z
13142,"Rodriguez Miranda, Pablo","rodriguez miranda, pablo",Rodriguez Miranda,Pablo,,9/20/1999,1999,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13143,"Southerland, James","southerland, james",Southerland,James,,4/28/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13144,"Cordero Capestany, Esteban","cordero capestany, esteban",Cordero Capestany,Esteban,,1/21/1994,1994,"San Juan, Puerto Rico",Puerto Rico,Escolta,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715112501id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13144&e=,2026-09-08T15:01:28Z
13145,"Macklin, Vernon","macklin, vernon",Macklin,Vernon,,9/25/1986,1986,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13146,"Young, Anthony","young, anthony",Young,Anthony,,12/10/1989,1989,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13147,"Doggett, Quinton","doggett, quinton",Doggett,Quinton,,2/24/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13148,"Stephens, DJ","stephens, dj",Stephens,DJ,,12/19/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13149,"Rivera Bernard, Thomas","rivera bernard, thomas",Rivera Bernard,Thomas,,6/28/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13150,"Drew II, Larry","drew ii, larry",Drew II,Larry,,3/5/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13151,"Caraballo Ithier, Johanel","caraballo ithier, johanel",Caraballo Ithier,Johanel,,12/21/1992,1992,"San Juan, Puerto Rico",Puerto Rico,Alero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715113526id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13151&e=,2026-09-08T15:01:30Z
13153,"Hettsheimeir, Rafael","hettsheimeir, rafael",Hettsheimeir,Rafael,,6/16/1986,1986,"Aracatuba, Brazil",Brazil,Centro,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170801070841id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13153&e=,2026-09-08T15:01:32Z
13154,"Patterson, Lamar","patterson, lamar",Patterson,Lamar,,8/12/1991,1991,"Lancaster, Pennsylvania",Pennsylvania,Alero,2017,2017,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715123524id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13154&e=,2026-09-08T15:01:34Z
13155,"Hamilton, Jordan","hamilton, jordan",Hamilton,Jordan,,10/6/1990,1990,"Los Angeles, California",California,Delantero,,,,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715123529id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13155&e=,2026-09-08T15:01:36Z
13156,"Freeman, James","freeman, james",Freeman,James,Trey,10/12/1992,1992,"Virginia Beach, Virginia",Virginia,Armador,,,,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170811071739id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=13156&e=,2026-09-08T15:01:38Z
13157,"Mitchell, Tony","mitchell, tony",Mitchell,Tony,,8/7/1989,1989,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13158,"Maura Colón, Kevin","maura colon, kevin",Maura Colón,Kevin,K.J.,7/30/1995,1995,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13160,"Rivas Castillo, Juan Ramón","rivas castillo, juan ramon",Rivas Castillo,Juan Ramón,,10/10/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13161,"Williams, Devin","williams, devin",Williams,Devin,,5/31/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13162,"Putney, Raphiael","putney, raphiael",Putney,Raphiael,,4/21/1990,1990,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13163,"Mayo, Ovinton","mayo, ovinton",Mayo,Ovinton,O. J.,11/5/1987,1987,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13164,"Mojica Morales, Sammy","mojica morales, sammy",Mojica Morales,Sammy,,10/6/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13165,"Maldonado Fuentes, Diego","maldonado fuentes, diego",Maldonado Fuentes,Diego,,3/17/1995,1995,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13166,"Parks, Emilio","parks, emilio",Parks,Emilio,,5/19/1991,1991,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13167,"Young, Mike","young, mike",Young,Mike,,9/5/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13168,"Gee, Alonzo","gee, alonzo",Gee,Alonzo,,5/29/1987,1987,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13169,"Starks, Markel","starks, markel",Starks,Markel,,2/21/1991,1991,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13170,"Rodriguez Valentin, Wilfredo","rodriguez valentin, wilfredo",Rodriguez Valentin,Wilfredo,Willie,12/9/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13171,"Williams Gonzalez, Kayvon","williams gonzalez, kayvon",Williams Gonzalez,Kayvon,,1/12/1996,1996,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13172,"Rivera Beltrán, Luis","rivera beltran, luis",Rivera Beltrán,Luis,,4/25/1997,1997,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13173,"Brady, Chris","brady, chris",Brady,Chris,,9/15/1995,1995,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
13174,"Walker, Chris","walker, chris",Walker,Chris,,12/22/1994,1994,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
